Id,StarbucksId,Name,BrandName,StoreNumber,PhoneNumber,OwnershipType,Street1,Street2,Street3,City,CountrySubdivisionCode,CountryCode,PostalCode,Longitude,Latitude,TimezoneOffset,TimezoneId,TimezoneOlsonId,FirstSeen,LastSeen
0f518cf0-c02d-4c12-91ef-054c400a4924,94741,Cineworld Crawley,Starbucks,18670-194104,01293 538242,LS,Unit 1 Crawley Leisure Park,,,Crawley,ENG,GB,RH10 8LR,-0.18,51.12,0,GMT Standard Time,GMT+0:00 Europe/London,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
fdc7b1a0-3fcd-406a-8647-0052b09b5eac,18969,深圳龙岗广百店,Starbucks,8086-151210,0755-28909349,CO,龙岗区,广百百货一楼1-01号铺,中心城建设路,深圳市,44,CN,518172,114.25,22.72,480,China Standard Time,GMT+08:00 Asia/Beijing,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
a9658acb-637f-4f89-8dc9-905d31b3369c,1005873,"Medfield, Main St & North St",Starbucks,19830-196606,5082429819,CO,467 Main Street,,,Medfield,MA,US,02052,-71.31,42.19,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
941b828a-ba40-4ef4-b8c4-83fb8f13795e,2026,Koenigsbau Passagen,Starbucks,30891-98355,00497112202070,CO,KOENIGSTRASSE 28,,KOENIGSBAU PASSAGEN,STUTTGART,BW,DE,70173,9.18,48.78,60,W. Europe Standard Time,GMT+1:00 Europe/Berlin,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
6f20ebcf-c860-4e92-8ae0-beef560ccb08,1012493,Teavana - West Towne Madison,Teavana,28362-249866,608-833-2222,CO,641 West Towne Mall,#B1,West Towne Madison,Madison,WI,US,53719,-89.52,43.03,-360,Central Standard Time,GMT-06:00 America/Chicago,7/4/2015 12:00:00 AM,2/3/2017 12:00:00 AM
0f1c6883-fb6a-4a74-b471-f388847bb5b4,1015254,Jubail Galleria Mall,Starbucks,27187-246904,,LS,Between Ad-Danah Rd. & Al Shati St.,,,Jubail,06,SA,,49.57,27.14,180,Arab Standard Time,GMT+03:00 Asia/Riyadh,11/15/2016 12:00:00 AM,2/3/2017 12:00:00 AM
dbdb7d23-a95b-4dc9-be1e-b80fb34ff33d,11078,San Pablo & Sycamore - Hercules,Starbucks,5882-30801,510-724-5945,CO,3700 San Pablo Ave,8,N/Q,Hercules,CA,US,945473968,-122.27,38.01,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
d2f42c55-f7ba-4ef1-8a16-d13bf37c4936,1005514,汇融天地店,Starbucks,19123-194366,021-62371037,JV,普陀区,汇融天地,曹杨路555号,上海市,31,CN,200062,121.42,31.24,480,China Standard Time,GMT+08:00 Asia/Beijing,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
d3bd20a7-797f-4459-8b4b-8e78027b7b2d,3662,Dangozaka Service Area (Up Lane),Starbucks,1849-141687,,JV,4943 Ono,,,Uenohara,19,JP,409-0123,139.04,35.63,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
92717af9-42ed-4693-b14f-db12e42457b8,12119,San Vicente & 26th,Starbucks,5296-888,(310) 395-8212,CO,13050 San Vicente Blvd.,Suite #111,,Brentwood,CA,US,94513,-118.49,34.05,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
35c844a8-a730-442b-8799-32ce8981f66c,1007195,"Fredericksburg, Warrenton Road",Starbucks,23175-208204,5403603199,CO,821 Warrenton Road,,,Fredericksburg,VA,US,22406,-77.51,38.35,-300,Eastern Standard Time,GMT-05:00 America/New_York,10/4/2016 12:00:00 AM,2/3/2017 12:00:00 AM
976df8b7-5c7f-40eb-8a82-744e4f1dd6dc,1007095,Kroger - Crossville #599,Starbucks,20852-208193,931-456-7646,LS,265 Highland Square,,,Crossville,TN,US,38555,-85.04,35.96,-360,Central Standard Time,GMT-06:00 America/Chicago,8/22/2014 12:00:00 AM,2/3/2017 12:00:00 AM
5573721f-5035-4138-b428-34d73d777bd8,113389,Satelite Centro Civico,Starbucks,16895-175444,,LS,"Circuito Medicos # 45,  Ciudad Satelite",,,Mexico City,DIF,MX,53100,-99.23,19.51,-360,Central Standard Time (Mexico),GMT-06:00 America/Mexico_City,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
12f63bce-27a6-443b-b47f-9614da3f731c,14366,Target Apple Valley T-939,Starbucks,76333-95629,760-247-4111,LS,19201 Bear Valley Rd,,,Apple Valley,CA,US,923082702,-117.24,34.47,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
771ca4c2-4f92-48cd-a5e7-fe38c26e196f,2030,Karolinenstrasse 12,Starbucks,31035-103157,499112029230,CO,KAROLINENSTRASSE 12,,,NUERNBERG,BY,DE,90402,11.08,49.45,60,W. Europe Standard Time,GMT+1:00 Europe/Berlin,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
4b182763-3592-4e25-b956-4c40cb9e506c,1005190,Hailsham - A22/A267 North Street,Starbucks,18517-192045,01323 441171,FR,"A22/A267, Hellingly",,,Hailsham,ENG,GB,BN27 4DT,0.23,50.88,0,GMT Standard Time,GMT+0:00 Europe/London,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
17d82266-c3d2-4d6c-86aa-2e7a36194ddb,1012618,Daegu Samsung Insurance,Starbucks,27286-246944,,JV,"2-1, Beomeo 3-dong, Suseong-gu, Daegu",,,Daegu,27,KR,706-743,128.63,35.87,540,Korea Standard Time,GMT+09:00 Asia/Seoul,9/15/2015 12:00:00 AM,2/3/2017 12:00:00 AM
2138742c-5fcb-44e7-ae35-e77c0250f8cd,1010192,Shinjuku TSUTAYA,Starbucks,24125-218567,,LS,3-26-14 Shinjuku,,,Shinjuku-ku,13,JP,,139.7,35.69,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo,5/20/2015 12:00:00 AM,2/3/2017 12:00:00 AM
a02b6078-8fa7-4010-8a2c-59229d82a2ac,20099,Target Evansville T-1481,Starbucks,3985-146706,812-402-8500,LS,6625 E Lloyd Expy,,,Evansville,IN,US,477152757,-87.47,37.98,-360,Central Standard Time,GMT-06:00 America/Chicago,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
6e374693-92f7-487f-93ea-0df67630e633,12315,Easton Town Center,Starbucks,2350-5968,(614) 337-0361,CO,4015 Easton Station,,Easton Town Center,Columbus,OH,US,432196066,-82.91,40.05,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
c961eda0-9326-4991-967a-dc55d54986f0,7331,Hwy 10 & Sam Peck,Starbucks,10657-100879,501-954-7596,CO,12901 Cantrell,,,Little Rock,AR,US,722231701,-92.42,34.8,-360,Central Standard Time,GMT-06:00 America/Chicago,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
e0a465f8-cb71-484a-9081-7738f6b623e0,4247,KUZUHA MALL,Starbucks,30594-99418,,JV,15-1-112 Hanazonocho Kuzuha,,,Hirakata,27,JP,573-1121,135.68,34.86,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
db133c33-e37d-4673-a862-bbe94acd4953,13898,Fred Meyer - Gateway #128,Starbucks,73737-106087,,LS,1111 NE 102nd,,,Portland,OR,US,972203902,-122.56,45.53,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
2057b8ec-e3cb-4d52-a451-b38e0721d86f,1013607,Sheraton Wall Centre @ Burrard,Starbucks,25398-237456,,LS,1088 Burrard St,,,Vancouver,BC,CA,V6Z2R9,-123.13,49.28,-480,Pacific Standard Time,GMT-08:00 America/Vancouver,5/10/2016 12:00:00 AM,2/3/2017 12:00:00 AM
99c60d80-c29c-47fc-a616-c1c6f68f0679,16960,Hy-Vee - Papillion #1,Starbucks,73741-105734,402 5975790,LS,11650 S 73rd St,,,Papillion,NE,US,680461500,-96.03,41.14,-360,Central Standard Time,GMT-06:00 America/Chicago,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
7b8b3550-177c-4462-a4d1-79956dd0e0d5,10471,St. Rita's Medical Center - Lobby,Starbucks,78087-125110,,LS,730 West Market Street,,,Lima,OH,US,458014602,-84.12,40.74,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
d15d2eeb-2d96-4609-80f1-548b93db8b8e,1016118,Tosu Kuranouemachi,Starbucks,47870-257386,,CO,662-5 Kuranouemachi,,,Tosu,41,JP,841-0054,130.5,33.38,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo,10/11/2016 12:00:00 AM,2/3/2017 12:00:00 AM
70161643-c5ed-44c7-b654-fd23fe7421a9,3600,Wakayama Medical University Hospita,Starbucks,31471-108703,,JV,811-1 Kimiidera,,,Wakayama,30,JP,641-0012,135.18,34.19,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
1574df86-6eb5-43a6-8553-b6447cdd4630,66004,D Cube City - B2,Starbucks,15902-160970,,JV,"369-51 Shindorim-Dong, Guro-Gu",B2,,Seoul,11,KR,152-887,126.89,37.51,540,Korea Standard Time,GMT+09:00 Asia/Seoul,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
0551582a-5746-489f-95ea-8a4d4b953581,1014928,351 & Enterprise,Starbucks,29138-252016,3257257496,CO,2626 Enterprise Drive,,,Abilene,TX,US,79601,-99.69,32.48,-360,Central Standard Time,GMT-06:00 America/Chicago,6/1/2016 12:00:00 AM,2/3/2017 12:00:00 AM
5e407854-492f-4bf1-a220-14fe44b99278,1011399,深圳前海企业公馆店,Starbucks,25926-242170,0755-26913843,CO,南山区,前海企业公馆3栋1层,前海深港合作区前湾一路63号,深圳市,44,CN,518000,113.9,22.52,480,China Standard Time,GMT+08:00 Asia/Beijing,6/23/2015 12:00:00 AM,2/3/2017 12:00:00 AM
be28a41b-757d-4d0d-95b0-3009dfad555d,1015448,德州澳德乐广场店,Starbucks,48271-262426,,CO,经济开发区,澳德乐时代广场一层F1101,东风东路1899号,德州市,37,CN,253078,116.37,37.43,480,China Standard Time,GMT+08:00 Asia/Beijing,8/2/2016 12:00:00 AM,2/3/2017 12:00:00 AM
0cdba876-7109-47ef-91ea-9b99ee40090a,1007725,Starbucks,Starbucks,19611-199665,,LS,Yalcin Kores Caddesi Cavdar,,Sokak No:1 Bagcilar,Istanbul,34,TR,34212,28.82,41.03,120,Turkey Standard Time,GMT+2:00 Europe/Istanbul,1/6/2015 12:00:00 AM,2/3/2017 12:00:00 AM
25bbd85e-b173-4889-95ab-02eb04554106,1005168,广州新粤新分店,Starbucks,19343-200944,020-83590832,CO,广州市越秀区,新粤新酒店首层东侧（自编1号）,环市东路329号,广州市,44,CN,510610,113.28,23.14,480,China Standard Time,GMT+08:00 Asia/Beijing,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
6e2490d7-bafd-4ae3-9246-8fd1e5570a6d,13501,Southbury,Starbucks,7367-799,2032677548,CO,775 South Main Street,,Southbury Green,Southbury,CT,US,064882271,-73.23,41.46,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
19382833-c0d2-4a8e-84cd-80a1f908eacb,1006506,北京南站第六咖啡店,Starbucks,22167-217205,010-83106096,CO,丰台区,换乘层7号出站口北侧区域的单元,北京南站,北京市,11,CN,100054,116.38,39.86,480,China Standard Time,GMT+08:00 Asia/Beijing,1/4/2014 12:00:00 AM,2/3/2017 12:00:00 AM
b755f662-a39a-42c7-b698-c7f60361cd03,14328,Hwy 1431 & Parmer,Starbucks,8884-94759,512-260-1627,CO,2800 E. Whitestone Blvd,Suite #140,,Cedar Park,TX,US,78613,-97.78,30.53,-360,Central Standard Time,GMT-06:00 America/Chicago,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
fb00fb35-5ce0-4d6a-bae4-60d2236ea76c,1009773,Villa Casablanca,Starbucks,23640-219604,,LS,Boulevard Franklin Roosevelt,,,Casablanca,MA,MA,,-7.65,33.59,0,Morocco Standard Time,GMT+000000 Africa/Casablanca,10/30/2014 12:00:00 AM,2/3/2017 12:00:00 AM
c0be5f6b-6687-475d-b596-eefe07c0b625,1009378,Dongnae Minam DT,Starbucks,23543-231004,,JV,"1428-36, Oncheon-dong, Dongnae-gu",,,Busan,26,KR,607-837,129.07,35.21,540,Korea Standard Time,GMT+09:00 Asia/Seoul,12/17/2014 12:00:00 AM,2/3/2017 12:00:00 AM
fabd783a-40b4-4903-b2b6-1399675e54cf,10380,FuBonn Shopping Center- Portland,Starbucks,10465-99640,503-771-1585,CO,2834 SE 82nd Ave,,FuBonn Shopping Center,Portland,OR,US,972661556,-122.58,45.5,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
f46124f0-ebdd-4dea-a7b5-8c613aeeb63f,92310,Target Virginia Beach T-2770,Starbucks,18114-165030,757-451-7660,LS,4554 Virginia Beach Blvd,,,Virginia Beach,VA,US,23462,-76.13,36.84,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
1f7a426f-1767-495f-9bf9-6bc6aaf34a5b,4016,LaLaport TOKYO-BAY SOUTH,Starbucks,30249-49439,,JV,2-1-1 Hamacho,,,Funabashi,12,JP,273-0012,139.99,35.68,540,Tokyo Standard Time,GMT+09:00 Asia/Tokyo,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
678c3c5f-0350-4a09-87d7-86a093c0d204,1011368,Cheshire Inn - Market,Starbucks,25392-232324,314-932-7827,LS,7036 Clayton Ave,,,St. Louis,MO,US,63117,-90.31,38.63,-360,Central Standard Time,GMT-06:00 America/Chicago,1/13/2015 12:00:00 AM,2/3/2017 12:00:00 AM
ac5ef09e-5658-4659-80e3-5e721b8cfd66,1213,Kildonan Crossing,Starbucks,4445-14131,204/668-0146,CO,1615 Regent Ave. West,,Kildonan Crossing Shopping Center,Winnipeg,MB,CA,R2C 5C6,-97.07,49.9,-360,Central Standard Time,GMT-06:00 America/Winnipeg,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
05bfc1d8-35dd-4d50-ae18-8769cde4e216,1006107,Starbucks,Starbucks,19735-197184,,LS,Dumlupinar Bulv. Next Level No:3 K:Zemin,D:3B47,,Ankara,06,TR,06330,32.81,39.91,120,Turkey Standard Time,GMT+2:00 Asia/Istanbul,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
3291d41b-118f-4664-816e-db24b514c5b4,15198,Super Target Orlando ST-1790,Starbucks,72643-32301,407-251-5133,LS,2155 Town Center Blvd,,,Orlando,FL,US,328376801,-81.41,28.37,-300,Eastern Standard Time,GMT-05:00 America/New_York,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
6d2ee98c-37d8-4858-acee-3cae8fdbf7d4,1016625,JAS Urban Srinakarin,Starbucks,48239-254286,625985157,CO,Srinakarin Road,,,Bangkok,11,TH,,100.63,13.64,420,SE Asia Standard Time,GMT+07:00 Asia/Bangkok,12/6/2016 12:00:00 AM,2/3/2017 12:00:00 AM
344011ae-00b8-404e-bd26-ea6fd9ac7a8d,16097,59 Columbia Pt Drive,Starbucks,8936-94998,509-946-9073,CO,59 Columbia Point Drive,,,Richland,WA,US,993524375,-119.27,46.26,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
3ec7ca67-e01c-479c-aac9-881206cd366f,1013599,"Parma, Seven Hills",Starbucks,25041-239726,2163867585,CO,1086 West Pleasant Valley Road,Unit 119-1,,Parma,OH,US,441346709,-81.68,41.36,-300,Eastern Standard Time,GMT-05:00 America/New_York,11/10/2015 12:00:00 AM,2/3/2017 12:00:00 AM
64839bda-acbb-443c-9cdf-687bfc14b036,6876,Apple Valley & Bear Valley,Starbucks,9873-97740,760-961-1627,CO,12218 Apple Valley Road,Suite A,Home Depot Plaza,Apple Valley,CA,US,923081703,-117.24,34.47,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
c1602212-947d-4294-8301-c323a33a1e8a,90325,Honolulu & Ocean View,Starbucks,16782-10773,818-248-7001,CO,2284 Honolulu Avenue,,,Montrose,CA,US,910201638,-118.23,34.21,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
8b5326be-200d-47bf-b866-9481ce994718,13157,"ORD OHare Concourse G, Gate 29",Starbucks,72382-5712,773-686-6180,LS,Circular Building #6,Guard Post 8,Circular Building 6,Chicago,IL,US,60666,-87.9,41.98,-360,Central Standard Time,GMT-06:00 America/Chicago,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
696a2034-bf7f-4818-8682-718761f9accc,1826,耀江广场店,Starbucks,31919-109304,021-63242613,JV,虹口区,耀江广场,吴淞路258号1楼102室,上海市,31,CN,200080,121.49,31.25,480,China Standard Time,GMT+08:00 Asia/Beijing,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
da10385a-dd82-4fd9-aa6f-25001eb7acaa,8312,Fred Meyer-Hillsboro #143,Starbucks,72991-93502,503-848-4550,LS,6495 SE Tualatin Valley Hwy,,,Tualatin,OR,US,971237482,-122.91,45.5,-480,Pacific Standard Time,GMT-08:00 America/Los_Angeles,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
7c603de2-05c3-4089-8731-7e04403b3ba8,2574,Southfields - Replingham Road,Starbucks,12297-55099,02088714305,CO,11 Replingham Road,Southfields,,London,ENG,GB,SW18 5LT,-0.21,51.44,0,GMT Standard Time,GMT+0:00 Europe/London,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
76c31769-8481-4d73-a37f-340adb375306,1006725,成都北城天街分店,Starbucks,22250-215524,028-68761533,CO,金牛区,一层27号-1F-001号,五块石1号北城天街B馆,成都市,51,CN,610000,104.07,30.71,480,China Standard Time,GMT+08:00 Asia/Beijing,2/13/2014 12:00:00 AM,2/3/2017 12:00:00 AM
85d26435-552e-4a46-aa4d-1887dcce0661,1007308,Kroger - Portsmouth #542,Starbucks,22592-221946,757-215-4205,LS,1301 Frederick Blvd,,,Portsmouth,VA,US,23707,-76.32,36.83,-300,Eastern Standard Time,GMT-05:00 America/New_York,11/5/2014 12:00:00 AM,2/3/2017 12:00:00 AM
c1f2b42d-f70f-46ba-a879-d1ff0e161ef6,1011252,Julian Alvarez,Starbucks,25325-232985,,LS,Julian Alvarez esq. Santa Fe,,,BUENOS AIRES,C,AR,C1425BGW,-58.41,-34.59,-180,Argentina Standard Time,GMT-03:00 America/Argentina/Bu,11/5/2014 12:00:00 AM,2/3/2017 12:00:00 AM
66354789-9e52-45b3-9268-a024aa3ffe38,94959,温州龙湾万达店,Starbucks,18427-186326,0577-55590696,JV,龙湾区,一楼1001号铺位,永中街道永定路1188号,温州市,33,CN,325000,120.81,27.92,480,China Standard Time,GMT+08:00 Asia/Beijing,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
e9a5645c-7eb7-4818-8f85-c1fb16d6aadb,660,Pinos Get Fresh-Sault Ste Marie,Starbucks,3620-144025,,LS,197 Trunk Rd,,,Sault Ste. Marie,ON,CA,P6A 3S5,-84.29,46.51,-300,Eastern Standard Time,GMT-05:00 America/Toronto,12/8/2013 5:41:59 PM,2/3/2017 12:00:00 AM
